PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,YEAR,DISTRICT
96.31,25.62,11.0,2.11,47.1,4.95,0.55,48.43,3.84,1.06,0.03,18.19,8.27,2003.0,Damoh
96.3,25.72,10.73,2.05,46.14,4.96,0.57,43.18,2.79,1.1,0.03,18.94,8.58,2004.0,Damoh
96.29,25.49,10.57,2.1,45.55,6.49,0.56,46.17,3.86,1.08,0.03,18.69,8.44,2005.0,Damoh
96.28,26.25,10.96,2.06,45.61,7.18,0.55,47.13,2.98,1.07,0.03,18.31,8.33,2006.0,Damoh
96.27,25.74,10.63,2.02,45.59,7.23,0.56,45.13,2.69,1.08,0.03,18.66,8.44,2007.0,Damoh
96.26,25.47,10.89,1.96,44.14,4.31,0.56,46.29,2.98,1.06,0.03,18.48,8.35,2008.0,Damoh
96.27,26.56,10.62,2.05,45.27,7.16,0.57,43.44,2.88,1.09,0.03,18.9,8.53,2009.0,Damoh
96.26,26.43,11.13,1.94,46.43,5.51,0.57,47.54,3.13,1.09,0.03,18.81,8.53,2010.0,Damoh
96.24,25.44,11.17,1.93,45.48,2.38,0.55,44.54,4.1,1.06,0.03,18.33,8.32,2011.0,Damoh
96.23,25.58,10.43,2.13,46.68,4.43,0.55,46.65,3.11,1.05,0.03,18.26,8.25,2012.0,Damoh
96.25,25.08,11.72,2.06,46.94,3.6,0.53,49.45,4.83,1.02,0.03,17.52,7.93,2013.0,Damoh
96.34,25.69,11.08,2.11,47.7,3.56,0.56,47.0,2.76,1.07,0.03,18.53,8.4,2014.0,Damoh
96.41,25.58,11.34,2.01,45.77,3.97,0.55,47.9,2.89,1.04,0.03,18.16,8.21,2015.0,Damoh
96.3,26.0,11.01,1.99,46.67,4.65,0.55,49.28,4.05,1.04,0.03,18.1,8.17,2016.0,Damoh
96.29,26.81,10.35,2.06,46.35,4.32,0.56,44.3,2.16,1.07,0.03,18.6,8.38,2017.0,Damoh
96.28,26.42,10.35,2.06,47.14,4.48,0.54,44.59,3.16,1.02,0.03,17.9,8.07,2018.0,Damoh
98.19,26.62,9.96,1.97,47.34,5.06,0.56,42.21,2.25,1.04,0.03,18.32,8.25,2001.0,Datia
98.2,28.03,8.95,2.19,47.82,5.7,0.57,39.92,1.49,1.03,0.03,18.52,8.32,2002.0,Datia
98.25,26.9,10.19,1.99,47.94,4.59,0.54,46.23,1.88,1.0,0.03,17.69,7.97,2003.0,Datia
98.23,27.33,9.95,2.1,46.87,4.89,0.56,41.48,1.77,1.03,0.03,18.36,8.25,2004.0,Datia
98.22,26.96,9.83,2.12,47.08,5.56,0.56,40.91,1.8,1.02,0.03,18.29,8.18,2005.0,Datia
98.21,27.98,10.07,2.1,47.53,6.18,0.56,43.17,1.7,1.03,0.03,18.2,8.19,2006.0,Datia
98.2,27.42,9.94,2.08,46.88,6.43,0.56,39.4,1.71,1.02,0.03,18.23,8.18,2007.0,Datia
98.21,25.9,11.01,1.88,44.83,3.96,0.54,44.17,2.62,0.98,0.03,17.61,7.91,2008.0,Datia
98.2,27.93,10.02,2.09,46.62,6.72,0.57,39.25,1.6,1.04,0.03,18.53,8.31,2009.0,Datia
98.2,27.18,10.75,1.89,47.57,5.54,0.56,42.74,2.29,1.02,0.03,18.24,8.2,2010.0,Datia
98.19,25.81,11.19,1.84,47.17,3.08,0.55,37.73,2.93,1.02,0.03,18.13,8.17,2011.0,Datia
98.17,26.2,9.96,2.08,48.17,3.64,0.55,42.16,2.04,1.0,0.03,17.92,8.02,2012.0,Datia
98.21,25.59,11.32,1.96,47.75,1.91,0.53,43.13,3.08,0.98,0.03,17.41,7.82,2013.0,Datia
98.29,26.39,10.46,2.02,48.87,4.8,0.56,41.48,2.22,1.03,0.03,18.2,8.2,2014.0,Datia
98.35,26.51,10.65,1.96,46.69,4.78,0.56,39.56,2.38,1.02,0.03,18.23,8.17,2015.0,Datia
98.24,27.11,10.52,1.88,47.84,5.0,0.54,43.4,2.22,0.98,0.03,17.67,7.91,2016.0,Datia
98.22,27.97,9.75,2.0,47.9,3.66,0.55,43.98,1.48,1.01,0.03,18.06,8.09,2017.0,Datia
98.21,27.02,10.33,1.99,47.58,3.34,0.54,42.31,2.48,0.98,0.02,17.67,7.92,2018.0,Datia
95.14,26.6,9.64,2.47,44.73,6.16,0.56,46.52,1.66,1.09,0.03,18.82,8.53,2001.0,Dewas
95.18,26.78,9.56,2.7,46.09,6.15,0.57,41.39,1.92,1.1,0.03,19.11,8.65,2002.0,Dewas
95.2,25.79,10.72,2.57,44.64,5.94,0.56,44.29,3.27,1.1,0.03,18.85,8.55,2003.0,Dewas
95.19,26.32,10.29,2.48,44.66,5.97,0.58,42.67,2.24,1.12,0.03,19.29,8.74,2004.0,Dewas
95.17,26.23,9.76,2.48,44.45,6.86,0.57,46.61,2.3,1.11,0.03,19.07,8.61,2005.0,Dewas
95.18,26.12,10.9,2.4,44.9,7.53,0.55,47.38,3.58,1.08,0.03,18.52,8.41,2006.0,Dewas
95.15,26.06,10.52,2.31,44.27,8.82,0.57,44.84,2.63,1.11,0.03,19.2,8.69,2007.0,Dewas
95.15,26.38,9.94,2.49,43.52,5.05,0.56,46.53,1.69,1.07,0.03,18.73,8.45,2008.0,Dewas
95.16,26.81,10.55,2.51,44.74,8.18,0.58,41.92,2.79,1.1,0.03,19.22,8.65,2009.0,Dewas
95.14,26.6,11.23,2.37,45.86,6.06,0.57,47.64,2.36,1.11,0.03,19.08,8.65,2010.0,Dewas
95.13,25.94,10.65,2.38,45.03,4.41,0.55,45.27,2.95,1.07,0.03,18.5,8.37,2011.0,Dewas
95.13,25.83,10.11,2.65,43.99,5.16,0.55,48.11,2.57,1.06,0.03,18.45,8.32,2012.0,Dewas
95.15,25.24,11.28,2.54,45.33,4.22,0.52,50.56,4.08,1.0,0.03,17.3,7.82,2013.0,Dewas
95.25,26.28,10.64,2.63,45.18,4.73,0.56,46.81,2.39,1.07,0.03,18.62,8.4,2014.0,Dewas
95.29,26.05,10.69,2.55,45.82,5.36,0.54,46.72,3.37,1.04,0.03,18.15,8.19,2015.0,Dewas
95.22,25.94,10.48,2.47,47.16,5.1,0.55,51.18,3.4,1.06,0.03,18.51,8.33,2016.0,Dewas
95.2,26.28,10.23,2.47,45.44,3.73,0.56,43.92,2.26,1.08,0.03,18.8,8.46,2017.0,Dewas
95.19,26.57,9.68,2.48,45.84,4.3,0.55,41.12,2.05,1.03,0.03,18.26,8.18,2018.0,Dewas
96.74,27.72,9.87,2.65,45.06,7.49,0.57,42.26,1.33,1.1,0.03,19.08,8.6,2001.0,Dhar
96.8,27.65,9.99,2.81,46.91,7.88,0.57,38.08,1.66,1.1,0.03,19.22,8.65,2002.0,Dhar
96.8,26.7,11.26,2.69,44.73,7.84,0.57,41.55,2.99,1.09,0.03,18.97,8.55,2003.0,Dhar
96.8,27.14,10.8,2.63,44.21,8.85,0.57,42.08,2.17,1.1,0.03,19.15,8.63,2004.0,Dhar
96.78,26.93,10.29,2.58,44.67,8.37,0.58,41.73,2.23,1.11,0.03,19.29,8.66,2005.0,Dhar
96.78,27.01,11.34,2.54,45.25,8.8,0.56,42.95,2.94,1.07,0.03,18.56,8.38,2006.0,Dhar
96.75,27.1,11.0,2.44,45.31,10.9,0.57,43.95,2.49,1.1,0.03,19.09,8.6,2007.0,Dhar
96.74,27.33,10.29,2.65,44.52,7.14,0.56,46.44,1.52,1.06,0.03,18.6,8.34,2008.0,Dhar
96.77,27.72,11.06,2.64,45.88,9.38,0.58,40.13,2.42,1.09,0.03,19.22,8.61,2009.0,Dhar
96.74,27.41,11.88,2.5,46.56,8.02,0.57,45.86,2.42,1.09,0.03,18.88,8.51,2010.0,Dhar
96.72,27.04,10.89,2.56,44.2,6.5,0.55,43.35,2.41,1.05,0.03,18.46,8.3,2011.0,Dhar
96.74,26.78,10.54,2.81,43.42,6.23,0.55,46.68,2.21,1.05,0.03,18.44,8.27,2012.0,Dhar
96.75,26.03,11.64,2.7,44.65,7.06,0.52,49.01,3.62,0.99,0.03,17.29,7.78,2013.0,Dhar
96.86,27.27,10.97,2.68,45.6,7.19,0.56,44.71,2.14,1.06,0.03,18.63,8.37,2014.0,Dhar
96.9,27.13,11.04,2.61,45.14,7.76,0.54,45.24,2.83,1.03,0.03,18.13,8.14,2015.0,Dhar
96.83,26.94,10.75,2.58,47.39,7.19,0.55,48.25,2.44,1.05,0.03,18.49,8.28,2016.0,Dhar
96.81,27.07,10.7,2.55,44.35,6.76,0.56,42.16,2.17,1.06,0.03,18.75,8.39,2017.0,Dhar
96.81,27.57,9.95,2.59,45.44,6.87,0.55,39.01,1.77,1.03,0.03,18.36,8.19,2018.0,Dhar
92.89,23.73,10.65,2.21,43.55,4.18,0.53,54.4,3.95,1.03,0.03,17.59,7.96,2001.0,Dindori
92.93,24.19,10.14,2.24,44.08,4.86,0.55,50.17,2.77,1.07,0.03,18.36,8.29,2002.0,Dindori
92.95,23.85,10.91,2.18,44.75,3.64,0.53,54.78,3.81,1.05,0.03,17.74,8.04,2003.0,Dindori
92.96,23.24,10.97,2.03,42.51,3.45,0.55,48.1,3.4,1.08,0.03,18.5,8.34,2004.0,Dindori
92.94,23.5,10.66,2.05,43.79,5.4,0.54,52.58,3.9,1.04,0.03,17.9,8.06,2005.0,Dindori
92.94,24.22,10.95,2.12,42.47,4.74,0.54,50.93,2.77,1.05,0.03,17.89,8.1,2006.0,Dindori
92.92,23.66,10.78,2.06,43.43,6.67,0.54,49.33,3.27,1.05,0.03,18.05,8.14,2007.0,Dindori
92.9,23.51,10.74,2.02,42.61,2.89,0.54,50.58,3.29,1.04,0.03,17.94,8.07,2008.0,Dindori
92.92,24.85,10.33,2.05,43.65,7.41,0.56,47.52,2.49,1.07,0.03,18.56,8.33,2009.0,Dindori
92.92,24.86,10.91,1.97,44.11,5.31,0.55,52.05,2.81,1.07,0.03,18.35,8.28,2010.0,Dindori
92.89,23.43,11.19,1.95,42.51,1.59,0.53,48.02,3.89,1.02,0.03,17.6,7.94,2011.0,Dindori
92.88,23.51,10.48,2.12,44.39,2.72,0.53,50.84,3.31,1.03,0.03,17.77,7.97,2012.0,Dindori
92.89,23.37,11.55,2.04,44.61,1.61,0.51,53.26,4.63,1.0,0.03,17.16,7.73,2013.0,Dindori
92.99,23.22,11.43,2.09,45.51,2.98,0.53,53.29,3.52,1.02,0.03,17.67,7.96,2014.0,Dindori
93.05,23.75,11.41,2.02,44.17,3.47,0.53,52.21,2.94,1.01,0.03,17.63,7.92,2015.0,Dindori
92.95,24.12,11.09,1.98,43.39,3.96,0.53,53.92,3.45,1.01,0.03,17.58,7.9,2016.0,Dindori
92.95,24.58,10.62,1.98,43.82,2.56,0.55,47.07,2.79,1.05,0.03,18.31,8.21,2017.0,Dindori
92.94,24.29,10.42,2.11,43.37,3.59,0.53,47.5,2.86,1.0,0.03,17.61,7.91,2018.0,Dindori
95.29,25.33,9.79,2.23,45.71,5.39,0.57,43.86,2.52,1.09,0.03,18.83,8.51,2001.0,Guna
95.31,26.73,8.99,2.45,45.57,5.35,0.59,39.57,1.82,1.11,0.03,19.36,8.73,2002.0,Guna
95.34,25.46,10.29,2.34,45.81,4.79,0.56,44.38,2.39,1.08,0.03,18.61,8.42,2003.0,Guna
95.34,25.99,9.92,2.28,44.93,4.1,0.58,40.2,2.19,1.11,0.03,19.15,8.65,2004.0,Guna
95.32,25.51,9.72,2.29,44.79,6.22,0.58,40.98,2.31,1.1,0.03,19.2,8.63,2005.0,Guna
95.32,26.02,10.45,2.26,44.99,6.48,0.57,43.11,2.87,1.08,0.03,18.72,8.47,2006.0,Guna
95.3,25.48,10.19,2.21,44.04,6.93,0.58,40.1,2.57,1.1,0.03,19.09,8.61,2007.0,Guna
95.3,25.04,10.43,2.17,43.13,4.25,0.56,44.67,2.75,1.07,0.03,18.61,8.39,2008.0,Guna
95.31,26.67,10.13,2.33,44.94,7.11,0.58,41.5,1.95,1.1,0.03,19.1,8.61,2009.0,Guna
95.3,26.24,10.64,2.19,45.92,5.59,0.58,44.54,2.39,1.1,0.03,19.02,8.6,2010.0,Guna
95.28,25.18,10.72,2.16,45.94,2.01,0.56,39.91,4.4,1.07,0.03,18.59,8.41,2011.0,Guna
95.28,25.29,9.79,2.38,45.2,3.08,0.56,43.51,2.14,1.06,0.03,18.53,8.34,2012.0,Guna
95.3,24.56,11.09,2.26,45.6,2.43,0.54,46.13,4.16,1.02,0.03,17.69,7.98,2013.0,Guna
95.39,25.54,10.41,2.45,46.73,3.14,0.57,43.92,2.6,1.08,0.03,18.72,8.45,2014.0,Guna
95.44,25.14,10.68,2.33,45.52,4.07,0.56,42.83,2.88,1.05,0.03,18.33,8.27,2015.0,Guna
95.35,25.6,10.43,2.22,47.35,4.73,0.56,45.1,3.23,1.06,0.03,18.46,8.31,2016.0,Guna
95.34,26.39,9.79,2.31,46.04,3.16,0.57,43.25,1.79,1.07,0.03,18.67,8.4,2017.0,Guna
95.32,25.86,9.8,2.31,45.72,3.38,0.55,43.13,2.54,1.03,0.03,18.08,8.13,2018.0,Guna
97.81,26.5,9.51,1.99,47.3,4.99,0.57,38.73,2.11,1.04,0.03,18.45,8.3,2001.0,Gwalior
97.82,27.76,8.6,2.22,47.39,4.19,0.57,38.04,1.42,1.03,0.03,18.66,8.36,2002.0,Gwalior
97.87,26.7,9.74,1.99,47.42,3.95,0.54,45.54,1.73,0.99,0.03,17.65,7.96,2003.0,Gwalior
97.85,27.19,9.63,2.16,46.72,4.52,0.57,40.46,1.65,1.03,0.03,18.37,8.25,2004.0,Gwalior
97.85,26.66,9.46,2.14,46.94,4.93,0.57,39.28,1.65,1.02,0.03,18.43,8.23,2005.0,Gwalior
97.84,27.89,9.74,2.17,47.01,4.88,0.56,40.24,1.45,1.03,0.03,18.3,8.22,2006.0,Gwalior
97.82,27.32,9.55,2.17,46.57,5.79,0.56,38.3,1.45,1.01,0.03,18.18,8.16,2007.0,Gwalior
97.83,25.61,10.78,1.9,44.42,3.13,0.54,40.88,2.66,0.97,0.02,17.54,7.88,2008.0,Gwalior
97.83,27.61,9.76,2.12,46.48,6.18,0.57,36.93,1.61,1.03,0.03,18.52,8.3,2009.0,Gwalior
97.82,26.78,10.57,1.94,47.23,5.03,0.55,42.53,2.33,1.0,0.03,17.92,8.05,2010.0,Gwalior
97.81,25.68,10.85,1.9,46.89,2.73,0.55,36.33,2.49,1.0,0.03,17.94,8.08,2011.0,Gwalior
97.8,25.75,9.63,2.11,47.75,3.06,0.56,38.93,2.17,1.0,0.03,18.1,8.09,2012.0,Gwalior
97.85,25.37,10.94,1.98,47.12,1.4,0.54,39.86,2.81,0.98,0.02,17.61,7.91,2013.0,Gwalior
97.92,26.18,10.11,2.05,48.42,4.38,0.56,40.14,2.14,1.02,0.03,18.14,8.16,2014.0,Gwalior
97.97,26.32,10.21,1.98,46.25,4.22,0.56,38.33,2.17,1.01,0.02,18.18,8.14,2015.0,Gwalior
97.86,27.05,10.09,1.89,47.56,4.9,0.55,40.71,2.04,0.98,0.03,17.8,7.97,2016.0,Gwalior
97.85,27.66,9.43,2.04,46.9,4.09,0.55,45.78,1.4,0.99,0.03,17.83,7.99,2017.0,Gwalior
97.84,26.86,9.96,2.05,46.91,3.45,0.54,46.72,2.06,0.96,0.02,17.43,7.83,2018.0,Gwalior
97.1,27.33,10.38,2.25,46.58,7.06,0.56,48.66,2.21,1.09,0.03,18.58,8.46,2001.0,Harda
97.14,27.89,10.07,2.45,47.46,7.33,0.57,43.3,2.29,1.1,0.03,18.95,8.59,2002.0,Harda
97.16,27.02,11.28,2.38,46.7,7.24,0.55,47.08,3.57,1.09,0.03,18.53,8.43,2003.0,Harda
97.15,27.72,10.65,2.33,46.51,7.19,0.57,42.74,2.36,1.11,0.03,19.13,8.68,2004.0,Harda
97.13,27.26,10.36,2.31,46.06,7.7,0.57,45.69,2.94,1.1,0.03,18.91,8.55,2005.0,Harda
97.14,27.16,11.52,2.19,46.52,7.94,0.55,47.88,4.63,1.07,0.03,18.39,8.38,2006.0,Harda
97.11,27.34,10.89,2.16,45.89,9.69,0.57,48.56,2.85,1.11,0.03,19.06,8.64,2007.0,Harda
97.1,27.41,10.44,2.24,45.1,6.0,0.56,50.18,2.03,1.07,0.03,18.61,8.42,2008.0,Harda
97.12,27.81,11.06,2.27,46.29,9.27,0.57,46.76,3.14,1.09,0.03,18.96,8.56,2009.0,Harda
97.1,27.72,11.81,2.19,47.21,7.4,0.56,51.64,2.67,1.1,0.03,18.8,8.55,2010.0,Harda
97.08,27.16,11.04,2.21,46.78,4.39,0.55,49.09,3.3,1.06,0.03,18.32,8.31,2011.0,Harda
97.09,27.14,10.56,2.46,45.94,6.25,0.55,51.51,3.03,1.05,0.03,18.25,8.25,2012.0,Harda
97.1,26.67,11.78,2.41,47.32,5.18,0.51,53.54,4.23,1.0,0.03,17.18,7.79,2013.0,Harda
97.21,27.69,11.06,2.45,47.28,6.13,0.55,51.17,2.62,1.07,0.03,18.45,8.35,2014.0,Harda
97.26,27.32,11.23,2.34,47.64,6.69,0.54,50.26,3.67,1.04,0.03,18.09,8.19,2015.0,Harda
97.17,27.23,10.86,2.3,48.88,6.01,0.55,54.23,4.01,1.05,0.03,18.27,8.25,2016.0,Harda
97.16,27.43,10.71,2.23,47.22,5.23,0.56,45.86,2.71,1.08,0.03,18.77,8.45,2017.0,Harda
97.15,27.71,10.09,2.28,47.14,5.27,0.54,43.52,2.32,1.02,0.03,18.03,8.1,2018.0,Harda
96.37,26.54,10.49,2.16,46.51,6.46,0.56,48.66,2.86,1.09,0.03,18.58,8.46,2001.0,Hoshangabad
96.41,27.44,10.01,2.34,46.95,6.59,0.57,43.3,2.74,1.1,0.03,18.95,8.59,2002.0,Hoshangabad
96.43,26.66,11.18,2.29,46.78,6.74,0.55,47.08,3.91,1.09,0.03,18.53,8.43,2003.0,Hoshangabad
96.42,27.37,10.48,2.25,46.25,6.07,0.57,42.74,2.59,1.11,0.03,19.13,8.68,2004.0,Hoshangabad
96.41,26.73,10.35,2.22,45.67,7.17,0.57,45.69,3.68,1.1,0.03,18.91,8.55,2005.0,Hoshangabad
96.41,26.79,11.44,2.12,45.74,7.71,0.55,47.88,5.34,1.07,0.03,18.39,8.38,2006.0,Hoshangabad
96.38,27.03,10.69,2.11,45.21,9.76,0.57,48.56,3.15,1.11,0.03,19.06,8.64,2007.0,Hoshangabad
96.38,26.73,10.49,2.1,44.56,5.57,0.56,50.18,2.56,1.07,0.03,18.61,8.42,2008.0,Hoshangabad
96.39,27.21,10.98,2.14,46.08,9.37,0.57,46.76,3.45,1.09,0.03,18.96,8.56,2009.0,Hoshangabad
96.37,27.23,11.65,2.09,47.0,7.36,0.56,51.64,3.11,1.1,0.03,18.8,8.55,2010.0,Hoshangabad
96.36,26.75,10.91,2.12,46.08,4.47,0.55,49.09,3.82,1.06,0.03,18.32,8.31,2011.0,Hoshangabad
96.36,26.7,10.41,2.34,45.76,5.5,0.55,51.51,3.57,1.05,0.03,18.25,8.25,2012.0,Hoshangabad
96.37,26.37,11.69,2.28,47.13,4.86,0.51,53.54,4.65,1.0,0.03,17.18,7.79,2013.0,Hoshangabad
96.48,27.19,10.99,2.33,47.34,5.92,0.55,51.17,2.9,1.07,0.03,18.45,8.35,2014.0,Hoshangabad
96.53,26.79,11.27,2.25,47.12,6.57,0.54,50.26,3.98,1.04,0.03,18.09,8.19,2015.0,Hoshangabad
96.44,27.05,10.68,2.23,47.69,5.79,0.55,54.23,4.26,1.05,0.03,18.27,8.25,2016.0,Hoshangabad
96.43,27.17,10.56,2.15,47.37,4.84,0.56,45.86,2.57,1.08,0.03,18.77,8.45,2017.0,Hoshangabad
96.42,27.21,10.08,2.24,46.63,5.0,0.54,43.52,2.6,1.02,0.03,18.03,8.1,2018.0,Hoshangabad
96.26,27.57,9.79,2.61,45.48,7.02,0.57,42.26,1.35,1.1,0.03,19.08,8.6,2001.0,Indore
96.31,27.55,9.83,2.81,46.9,7.85,0.57,38.08,1.71,1.1,0.03,19.22,8.65,2002.0,Indore
96.32,26.51,11.08,2.67,44.76,7.24,0.57,41.55,3.09,1.09,0.03,18.97,8.55,2003.0,Indore
96.32,26.97,10.64,2.6,44.69,8.57,0.57,42.08,2.15,1.1,0.03,19.15,8.63,2004.0,Indore
96.29,26.93,10.07,2.58,44.8,8.36,0.58,41.73,2.14,1.11,0.03,19.29,8.66,2005.0,Indore
96.3,26.75,11.21,2.5,45.41,8.75,0.56,42.95,3.01,1.07,0.03,18.56,8.38,2006.0,Indore
96.27,26.85,10.83,2.41,45.24,10.22,0.57,43.95,2.48,1.1,0.03,19.09,8.6,2007.0,Indore
96.26,27.24,10.11,2.62,44.57,6.73,0.56,46.44,1.49,1.06,0.03,18.6,8.34,2008.0,Indore
96.28,27.59,10.89,2.63,45.82,8.71,0.58,40.13,2.53,1.09,0.03,19.22,8.61,2009.0,Indore
96.26,27.28,11.67,2.47,46.25,7.62,0.57,45.86,2.39,1.09,0.03,18.88,8.51,2010.0,Indore
96.25,26.75,10.83,2.52,44.37,5.54,0.55,43.35,2.48,1.05,0.03,18.46,8.3,2011.0,Indore
96.26,26.62,10.4,2.79,43.93,6.08,0.55,46.68,2.29,1.05,0.03,18.44,8.27,2012.0,Indore
96.27,25.92,11.53,2.7,45.41,6.41,0.52,49.01,3.74,0.99,0.03,17.29,7.78,2013.0,Indore
96.37,27.12,10.87,2.71,45.56,6.52,0.56,44.71,2.2,1.06,0.03,18.63,8.37,2014.0,Indore
96.42,26.87,10.97,2.6,45.94,6.65,0.54,45.24,3.13,1.03,0.03,18.13,8.14,2015.0,Indore
96.34,26.67,10.66,2.57,47.76,6.32,0.55,48.25,2.63,1.05,0.03,18.49,8.28,2016.0,Indore
96.33,26.72,10.65,2.51,44.68,5.83,0.56,42.16,2.4,1.06,0.03,18.75,8.39,2017.0,Indore
96.32,27.27,9.87,2.55,45.83,6.02,0.55,39.01,1.95,1.03,0.03,18.36,8.19,2018.0,Indore
95.32,25.4,10.81,2.13,46.28,5.87,0.56,47.73,3.74,1.08,0.03,18.48,8.4,2001.0,Jabalpur
95.35,26.19,10.22,2.29,45.91,6.11,0.56,44.36,3.03,1.08,0.03,18.68,8.47,2002.0,Jabalpur
95.38,25.64,11.14,2.21,46.7,5.21,0.55,48.43,4.63,1.06,0.03,18.19,8.27,2003.0,Jabalpur
95.38,25.53,10.9,2.08,45.31,5.88,0.57,43.18,3.18,1.1,0.03,18.94,8.58,2004.0,Jabalpur
95.36,25.33,10.74,2.06,45.2,6.25,0.56,46.17,4.72,1.08,0.03,18.69,8.44,2005.0,Jabalpur
95.36,26.16,11.1,2.1,45.24,6.45,0.55,47.13,2.77,1.07,0.03,18.31,8.33,2006.0,Jabalpur
95.35,25.6,10.81,2.06,45.57,7.7,0.56,45.13,3.06,1.08,0.03,18.66,8.44,2007.0,Jabalpur
95.33,25.47,10.79,2.0,43.98,4.33,0.56,46.29,3.4,1.06,0.03,18.48,8.35,2008.0,Jabalpur
95.34,26.53,10.66,2.04,45.51,8.28,0.57,43.44,3.48,1.09,0.03,18.9,8.53,2009.0,Jabalpur
95.33,26.42,11.26,1.95,46.53,5.54,0.57,47.54,3.96,1.09,0.03,18.81,8.53,2010.0,Jabalpur
95.32,25.45,11.2,2.0,44.83,2.45,0.55,44.54,4.32,1.06,0.03,18.33,8.32,2011.0,Jabalpur
95.31,25.4,10.58,2.13,46.31,4.04,0.55,46.65,3.74,1.05,0.03,18.26,8.25,2012.0,Jabalpur
95.32,25.07,11.84,2.09,46.59,3.27,0.53,49.45,5.54,1.02,0.03,17.52,7.93,2013.0,Jabalpur
95.42,25.48,11.41,2.16,47.36,4.5,0.56,47.0,3.08,1.07,0.03,18.53,8.4,2014.0,Jabalpur
95.48,25.6,11.55,2.06,45.52,4.95,0.55,47.9,2.95,1.04,0.03,18.16,8.21,2015.0,Jabalpur
95.38,26.0,11.09,2.03,46.06,4.4,0.55,49.28,3.67,1.04,0.03,18.1,8.17,2016.0,Jabalpur
95.37,26.46,10.69,1.99,45.96,3.75,0.56,44.3,2.48,1.07,0.03,18.6,8.38,2017.0,Jabalpur
95.37,26.17,10.47,2.11,45.63,4.57,0.54,44.59,2.86,1.02,0.03,17.9,8.07,2018.0,Jabalpur
97.17,27.55,9.77,2.66,44.75,8.43,0.57,39.71,1.43,1.1,0.03,19.12,8.63,2001.0,Jhabua
97.23,27.65,9.77,2.73,46.63,7.43,0.57,37.16,1.53,1.1,0.03,19.21,8.67,2002.0,Jhabua
97.24,26.63,11.12,2.64,44.61,8.01,0.57,39.93,2.76,1.1,0.03,19.07,8.62,2003.0,Jhabua
97.24,27.06,10.78,2.57,44.45,8.35,0.57,40.3,2.25,1.1,0.03,19.12,8.64,2004.0,Jhabua
97.22,26.57,10.34,2.52,44.2,7.03,0.58,37.89,2.4,1.12,0.03,19.5,8.76,2005.0,Jhabua
97.21,26.91,11.33,2.51,45.29,8.46,0.56,40.39,2.98,1.07,0.03,18.61,8.41,2006.0,Jhabua
97.18,26.98,11.01,2.42,45.38,10.05,0.58,37.51,2.54,1.11,0.03,19.24,8.68,2007.0,Jhabua
97.18,27.03,10.38,2.65,44.17,5.91,0.56,39.94,1.67,1.07,0.03,18.76,8.43,2008.0,Jhabua
97.2,27.52,11.05,2.57,45.57,10.49,0.58,35.81,2.29,1.1,0.03,19.41,8.71,2009.0,Jhabua
97.17,27.33,11.79,2.48,46.91,8.23,0.57,40.51,2.68,1.09,0.03,18.99,8.58,2010.0,Jhabua
97.16,26.93,10.96,2.57,44.2,6.73,0.56,37.0,2.43,1.06,0.03,18.69,8.41,2011.0,Jhabua
97.18,26.49,10.58,2.76,42.88,5.73,0.56,40.13,2.26,1.06,0.03,18.71,8.39,2012.0,Jhabua
97.19,25.89,11.59,2.62,44.75,7.06,0.53,43.73,3.44,1.02,0.03,17.75,7.99,2013.0,Jhabua
97.29,27.02,10.94,2.59,45.14,6.48,0.57,37.08,2.21,1.08,0.03,18.93,8.51,2014.0,Jhabua
97.33,27.12,10.88,2.64,44.84,8.23,0.55,39.04,2.38,1.05,0.03,18.54,8.32,2015.0,Jhabua
97.26,26.97,10.75,2.52,47.58,8.47,0.55,42.55,2.42,1.05,0.03,18.47,8.3,2016.0,Jhabua
97.25,26.91,10.72,2.56,44.95,7.15,0.56,39.97,2.26,1.06,0.03,18.7,8.38,2017.0,Jhabua
97.24,27.42,9.98,2.57,45.46,7.43,0.55,38.15,1.84,1.03,0.03,18.47,8.26,2018.0,Jhabua
96.24,25.18,10.9,2.04,45.74,5.67,0.55,48.94,3.59,1.05,0.03,18.19,8.2,2001.0,Katni
96.26,25.83,10.33,2.14,46.45,5.81,0.56,45.61,2.95,1.06,0.03,18.5,8.32,2002.0,Katni
96.29,25.29,11.17,2.05,47.02,4.72,0.54,50.32,4.01,1.04,0.03,17.88,8.07,2003.0,Katni
96.29,25.23,11.0,1.98,45.63,5.46,0.56,44.69,2.93,1.08,0.03,18.72,8.42,2004.0,Katni
96.28,25.2,10.81,2.01,45.85,6.43,0.56,47.52,4.1,1.06,0.03,18.48,8.28,2005.0,Katni
96.27,26.26,10.93,2.04,45.38,6.32,0.55,47.72,2.33,1.06,0.03,18.18,8.21,2006.0,Katni
96.26,25.76,10.74,1.99,45.44,7.5,0.56,46.49,2.3,1.06,0.03,18.46,8.3,2007.0,Katni
96.25,25.26,11.01,1.91,44.22,4.63,0.55,47.33,2.76,1.04,0.03,18.26,8.18,2008.0,Katni
