YEAR,DISTRICT,AREA,YIELD,PS,TS,QV2M,WS2M,T2M_MAX,T2M_MIN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,Nitrogen(N),Phosphorous(P),Potassium(K),Soil Type,Soil Depth
2012,Katni,0.78,769.0,96.22,25.25,10.63,2.03,46.73,3.84,0.55,47.95,3.19,1.04,0.03,18.19,8.14,Medium ,Low,High,Black,100-300
2013,Katni,0.98,1337.0,96.24,24.84,11.82,1.92,47.09,4.04,0.53,50.97,4.49,1.01,0.03,17.55,7.89,Medium ,Low,High,Black,100-300
2014,Katni,11.0,1000.0,96.33,25.34,11.28,1.99,47.75,3.91,0.55,48.95,2.65,1.05,0.03,18.19,8.18,Medium ,Low,High,Black,100-300
2015,Katni,2.0,1000.0,96.39,25.48,11.52,1.92,45.64,4.02,0.54,48.34,2.83,1.03,0.03,18.09,8.11,Medium ,Low,High,Black,100-300
2016,Katni,0.0,0.0,96.29,25.77,11.23,1.93,46.19,4.58,0.54,51.29,3.91,1.02,0.03,17.86,8.0,Medium ,Low,High,Black,100-300
2017,Katni,1.7,1435.0,96.28,26.56,10.59,1.98,46.77,3.57,0.56,44.85,2.13,1.06,0.03,18.59,8.32,Medium ,Low,High,Black,100-300
2001,Neemuch,104.6,845.0,95.69,26.29,9.23,2.46,44.44,5.67,0.59,39.31,1.68,1.11,0.03,19.54,8.71,Medium ,Medium,High,Mixed Red & Black,50-100
2002,Neemuch,95.0,465.0,95.72,27.27,8.64,2.69,45.31,4.93,0.6,37.16,1.13,1.11,0.03,19.75,8.8,Medium ,Medium,High,Mixed Red & Black,50-100
2003,Neemuch,95.0,1291.0,95.73,26.41,9.79,2.59,44.46,5.27,0.59,39.14,1.54,1.1,0.03,19.3,8.61,Medium ,Medium,High,Mixed Red & Black,50-100
2004,Neemuch,115.07,862.0,95.74,26.52,9.83,2.48,44.3,5.01,0.6,37.48,1.87,1.12,0.03,19.74,8.81,Medium ,Medium,High,Mixed Red & Black,50-100
2005,Neemuch,122.54,591.0,95.73,25.83,9.52,2.39,44.14,4.56,0.6,37.3,1.81,1.12,0.03,19.71,8.77,Medium ,Medium,High,Mixed Red & Black,50-100
2006,Neemuch,123.12,711.0,95.71,26.33,10.51,2.39,45.18,6.51,0.58,37.39,2.58,1.09,0.03,19.14,8.56,Medium ,Medium,High,Mixed Red & Black,50-100
2007,Neemuch,120.3,760.0,95.69,26.3,10.06,2.37,44.07,6.17,0.59,36.76,1.94,1.11,0.03,19.58,8.75,Medium ,Medium,High,Mixed Red & Black,50-100
2008,Neemuch,122.3,1052.0,95.69,25.93,9.97,2.47,42.51,4.21,0.58,39.78,1.71,1.08,0.03,19.11,8.52,Medium ,Medium,High,Mixed Red & Black,50-100
2009,Neemuch,120.0,959.0,95.71,27.06,9.95,2.5,45.04,8.11,0.6,36.43,1.65,1.11,0.03,19.67,8.76,Medium ,Medium,High,Mixed Red & Black,50-100
2010,Neemuch,119.8,1250.0,95.68,26.67,10.77,2.41,46.01,6.82,0.59,38.93,2.22,1.11,0.03,19.43,8.68,Medium ,Medium,High,Mixed Red & Black,50-100
2011,Neemuch,120.2,800.0,95.67,25.57,10.71,2.36,44.66,3.28,0.58,36.52,2.56,1.08,0.03,19.13,8.55,Medium ,Medium,High,Mixed Red & Black,50-100
2012,Neemuch,126.24,1572.0,95.69,25.23,10.02,2.48,44.05,3.0,0.58,39.05,2.26,1.07,0.03,18.95,8.44,Medium ,Medium,High,Mixed Red & Black,50-100
2013,Neemuch,129.87,1067.0,95.71,24.96,10.88,2.34,44.8,2.83,0.55,42.82,2.64,1.04,0.03,18.28,8.17,Medium ,Medium,High,Mixed Red & Black,50-100
2014,Neemuch,138.0,812.0,95.8,25.92,10.29,2.45,45.06,4.77,0.58,36.1,2.02,1.09,0.03,19.25,8.59,Medium ,Medium,High,Mixed Red & Black,50-100
2015,Neemuch,144.0,722.0,95.83,25.97,10.21,2.5,45.81,5.03,0.57,37.68,2.18,1.06,0.03,18.92,8.43,Medium ,Medium,High,Mixed Red & Black,50-100
2016,Neemuch,141.0,1525.0,95.76,25.95,10.36,2.37,47.1,6.12,0.57,39.48,3.23,1.07,0.03,18.94,8.44,Medium ,Medium,High,Mixed Red & Black,50-100
2017,Neemuch,134.0,1336.0,95.75,26.17,9.99,2.44,44.83,3.34,0.58,46.15,1.98,1.08,0.03,19.05,8.48,Medium ,Medium,High,Mixed Red & Black,50-100
2001,Umaria,0.1,0.0,95.57,25.56,10.3,2.17,46.28,5.56,0.56,45.82,3.01,1.09,0.03,18.73,8.48,Medium ,Low,Medium,Black,100-300
2002,Umaria,0.1,0.0,95.59,26.52,9.79,2.35,45.98,5.46,0.58,41.86,2.67,1.1,0.03,19.15,8.64,Medium ,Low,Medium,Black,100-300
2003,Umaria,0.1,0.0,95.62,25.64,10.89,2.26,46.31,4.99,0.56,45.56,3.78,1.08,0.03,18.54,8.39,Medium ,Low,Medium,Black,100-300
2004,Umaria,0.04,500.0,95.61,26.1,10.43,2.2,46.01,4.8,0.57,40.98,2.72,1.1,0.03,19.01,8.59,Medium ,Low,Medium,Black,100-300
2005,Umaria,0.05,400.0,95.6,25.63,10.28,2.23,45.11,5.69,0.57,43.49,3.75,1.1,0.03,19.05,8.57,Medium ,Low,Medium,Black,100-300
2006,Umaria,0.09,333.0,95.6,26.01,11.04,2.13,45.55,6.34,0.56,44.68,4.31,1.08,0.03,18.57,8.42,Medium ,Low,Medium,Black,100-300
2007,Umaria,0.2,500.0,95.58,25.76,10.57,2.12,44.9,6.7,0.57,42.9,3.02,1.1,0.03,18.98,8.57,Medium ,Low,Medium,Black,100-300
2008,Umaria,2.1,524.0,95.57,25.61,10.58,2.11,43.92,4.29,0.56,46.3,2.87,1.07,0.03,18.67,8.42,Medium ,Low,Medium,Black,100-300
2009,Umaria,2.5,360.0,95.58,26.41,10.68,2.19,45.22,7.5,0.57,42.41,3.21,1.09,0.03,19.02,8.57,Medium ,Low,Medium,Black,100-300
2010,Umaria,3.0,567.0,95.57,26.33,11.21,2.09,46.23,4.92,0.57,47.22,3.02,1.1,0.03,18.98,8.59,Medium ,Low,Medium,Black,100-300
2011,Umaria,3.1,387.0,95.55,25.53,10.99,2.1,45.7,2.33,0.55,43.6,4.32,1.06,0.03,18.36,8.31,Medium ,Low,Medium,Black,100-300
2012,Umaria,2.87,338.0,95.55,25.63,10.27,2.33,45.25,4.03,0.55,46.56,3.32,1.05,0.03,18.32,8.26,Medium ,Low,Medium,Black,100-300
2013,Umaria,9.47,167.0,95.56,25.21,11.54,2.3,46.51,3.24,0.53,48.62,4.88,1.01,0.03,17.47,7.9,Medium ,Low,Medium,Black,100-300
2014,Umaria,14.0,1143.0,95.66,25.8,10.94,2.36,47.19,3.69,0.56,46.68,2.92,1.07,0.03,18.63,8.41,Medium ,Low,Medium,Black,100-300
2015,Umaria,5.0,400.0,95.72,26.0,10.93,2.27,46.43,4.27,0.54,46.2,3.45,1.04,0.03,18.08,8.17,Medium ,Low,Medium,Black,100-300
2016,Umaria,4.0,1000.0,95.62,26.07,10.66,2.17,46.92,3.97,0.55,47.94,4.17,1.05,0.03,18.3,8.24,Medium ,Low,Medium,Black,100-300
2017,Umaria,2.1,729.0,95.61,26.73,10.19,2.21,46.13,2.91,0.56,44.23,2.21,1.06,0.03,18.57,8.35,Medium ,Low,Medium,Black,100-300
2003,Anuppur,1.4,500.0,94.0,24.39,11.06,1.98,45.27,4.52,0.53,52.87,3.79,1.03,0.03,17.75,7.99,Medium ,Medium,Medium,Red,25-50
2004,Anuppur,1.2,450.0,94.0,23.88,11.13,1.87,43.16,4.01,0.57,46.68,3.35,1.08,0.03,18.78,8.42,Medium ,Medium,Medium,Red,25-50
2005,Anuppur,1.27,504.0,93.99,24.12,10.81,1.89,44.41,5.41,0.55,50.02,3.9,1.06,0.03,18.38,8.22,Medium ,Medium,Medium,Red,25-50
2006,Anuppur,1.32,485.0,93.99,24.92,11.05,1.94,43.03,5.03,0.55,49.64,2.73,1.05,0.03,18.12,8.16,Medium ,Medium,Medium,Red,25-50
2007,Anuppur,1.8,333.0,93.97,24.29,11.02,1.9,44.02,6.72,0.55,50.4,3.2,1.05,0.03,18.32,8.22,Medium ,Medium,Medium,Red,25-50
2008,Anuppur,0.4,500.0,93.95,24.12,10.93,1.85,43.06,3.64,0.55,51.53,3.22,1.04,0.03,18.24,8.15,Medium ,Medium,Medium,Red,25-50
2009,Anuppur,0.7,429.0,93.97,25.52,10.43,1.91,44.21,7.47,0.57,46.97,2.47,1.07,0.03,18.8,8.4,Medium ,Medium,Medium,Red,25-50
2010,Anuppur,1.2,583.0,93.97,25.53,11.0,1.85,44.4,5.42,0.56,52.36,2.78,1.08,0.03,18.71,8.39,Medium ,Medium,Medium,Red,25-50
2011,Anuppur,2.5,320.0,93.94,24.06,11.34,1.77,43.51,2.3,0.54,51.43,3.83,1.03,0.03,18.0,8.08,Medium ,Medium,Medium,Red,25-50
2012,Anuppur,4.66,933.0,93.93,24.15,10.6,1.94,45.39,2.96,0.55,52.12,3.26,1.04,0.03,18.24,8.13,Medium ,Medium,Medium,Red,25-50
2013,Anuppur,5.84,786.0,93.95,23.86,11.73,1.86,45.11,2.63,0.53,55.78,4.58,1.02,0.03,17.71,7.94,Medium ,Medium,Medium,Red,25-50
2014,Anuppur,13.0,1231.0,94.04,23.89,11.55,1.91,45.86,3.39,0.55,52.97,3.45,1.04,0.03,18.16,8.15,Medium ,Medium,Medium,Red,25-50
2015,Anuppur,6.0,500.0,94.1,24.42,11.53,1.84,44.67,3.97,0.54,51.03,3.23,1.03,0.03,18.08,8.08,Medium ,Medium,Medium,Red,25-50
2016,Anuppur,6.0,1333.0,94.0,24.71,11.28,1.8,44.0,4.53,0.54,56.7,3.71,1.01,0.03,17.78,7.95,Medium ,Medium,Medium,Red,25-50
2017,Anuppur,5.7,774.0,94.0,25.06,10.87,1.78,44.33,3.66,0.56,44.75,3.38,1.06,0.03,18.61,8.31,Medium ,Medium,Medium,Red,25-50
2001,Gondia,0.0,0.0,96.87,26.64,11.55,1.96,47.42,7.9,0.53,56.46,3.58,1.05,0.03,17.93,8.15,Low,Low,High,Black,100-300
2002,Gondia,0.1,1000.0,96.9,27.45,10.89,2.12,46.9,8.1,0.56,51.66,2.88,1.09,0.03,18.68,8.47,Low,Low,High,Black,100-300
2003,Gondia,0.1,1000.0,96.92,26.97,11.83,2.07,47.78,7.14,0.54,57.15,4.2,1.07,0.03,18.02,8.21,Low,Low,High,Black,100-300
2004,Gondia,0.1,1000.0,96.93,27.05,11.52,1.95,46.17,7.35,0.56,49.57,2.8,1.1,0.03,18.87,8.55,Low,Low,High,Black,100-300
2005,Gondia,0.0,0.0,96.91,26.64,11.45,1.96,46.62,8.24,0.54,54.29,4.29,1.06,0.03,18.16,8.21,Low,Low,High,Black,100-300
2006,Gondia,0.0,0.0,96.92,27.13,12.02,1.94,46.32,8.06,0.54,52.09,3.56,1.07,0.03,18.21,8.27,Low,Low,High,Black,100-300
2007,Gondia,0.0,0.0,96.89,27.15,11.36,1.97,46.15,9.56,0.55,52.24,3.57,1.07,0.03,18.48,8.36,Low,Low,High,Black,100-300
2008,Gondia,0.0,0.0,96.88,26.73,11.37,1.92,45.73,7.2,0.55,52.93,3.14,1.06,0.03,18.33,8.28,Low,Low,High,Black,100-300
2009,Gondia,0.0,0.0,96.88,27.92,11.29,1.93,46.62,9.77,0.56,50.12,3.27,1.09,0.03,18.85,8.48,Low,Low,High,Black,100-300
2010,Gondia,0.0,0.0,96.87,27.73,11.94,1.92,47.42,6.68,0.54,54.92,4.21,1.07,0.03,18.26,8.28,Low,Low,High,Black,100-300
2011,Gondia,0.0,0.0,96.87,26.68,11.86,1.84,45.64,5.33,0.54,49.4,3.79,1.05,0.03,18.23,8.24,Low,Low,High,Black,100-300
2012,Gondia,0.0,0.0,96.85,26.91,11.19,2.02,47.14,5.33,0.53,53.06,4.11,1.03,0.03,17.86,8.05,Low,Low,High,Black,100-300
2013,Gondia,0.0,0.0,96.86,26.71,12.33,2.0,47.91,7.77,0.51,55.83,5.22,1.0,0.03,17.17,7.78,Low,Low,High,Black,100-300
2014,Gondia,0.0,0.0,96.97,27.03,11.92,2.05,48.12,7.24,0.54,55.2,3.24,1.04,0.03,18.0,8.14,Low,Low,High,Black,100-300
2015,Gondia,0.0,0.0,97.04,26.89,12.3,1.92,47.04,7.1,0.54,53.33,3.63,1.03,0.03,18.03,8.12,Low,Low,High,Black,100-300
2016,Gondia,-1.0,-1.0,96.93,27.36,11.72,1.92,46.96,6.69,0.53,55.55,3.12,1.03,0.03,17.9,8.06,Low,Low,High,Black,100-300
2017,Gondia,-1.0,-1.0,96.92,27.75,11.31,1.88,46.81,6.89,0.56,46.19,2.86,1.07,0.03,18.76,8.42,Low,Low,High,Black,100-300
2001,Hingoli,25.2,1393.0,95.85,27.48,11.02,2.43,45.68,10.34,0.55,52.77,2.19,1.09,0.03,18.58,8.47,Low,Low,High,Black,100-300
2002,Hingoli,32.0,1519.0,95.89,28.25,10.62,2.57,45.32,8.78,0.56,47.29,2.07,1.11,0.03,19.14,8.72,Low,Low,High,Black,100-300
2003,Hingoli,117.7,1576.0,95.89,28.28,11.11,2.59,45.12,9.47,0.56,52.22,2.0,1.12,0.03,19.15,8.71,Low,Low,High,Black,100-300
2004,Hingoli,129.3,800.0,95.9,27.73,11.13,2.47,44.22,9.2,0.58,46.54,1.99,1.15,0.03,19.57,8.91,Low,Low,High,Black,100-300
2005,Hingoli,139.5,1296.0,95.88,27.01,11.39,2.47,45.01,9.24,0.56,49.71,2.92,1.11,0.03,18.93,8.61,Low,Low,High,Black,100-300
2006,Hingoli,131.1,867.0,95.9,26.72,12.14,2.33,44.35,8.39,0.55,51.08,3.64,1.09,0.03,18.71,8.51,Low,Low,High,Black,100-300
2007,Hingoli,114.0,1780.0,95.85,27.41,11.3,2.35,44.39,10.44,0.57,50.96,2.36,1.12,0.03,19.33,8.77,Low,Low,High,Black,100-300
2008,Hingoli,129.9,587.0,95.85,27.49,11.08,2.41,44.39,9.45,0.55,50.85,2.08,1.08,0.03,18.77,8.5,Low,Low,High,Black,100-300
2009,Hingoli,137.4,902.0,95.86,28.16,11.18,2.44,44.49,10.55,0.57,49.44,2.3,1.11,0.03,19.23,8.68,Low,Low,High,Black,100-300
2010,Hingoli,148.3,1601.0,95.84,27.79,12.34,2.39,45.72,7.86,0.54,55.39,3.0,1.08,0.03,18.43,8.4,Low,Low,High,Black,100-300
2011,Hingoli,146.7,1392.0,95.83,27.37,11.47,2.41,43.81,7.2,0.55,49.62,2.18,1.09,0.03,18.88,8.54,Low,Low,High,Black,100-300
2012,Hingoli,150.5,1905.0,95.84,27.82,10.89,2.55,43.86,8.97,0.55,52.92,2.11,1.08,0.03,18.74,8.46,Low,Low,High,Black,100-300
2013,Hingoli,170.0,1094.0,95.84,27.24,12.09,2.59,44.69,9.87,0.52,53.66,2.94,1.03,0.03,17.74,8.04,Low,Low,High,Black,100-300
2014,Hingoli,137.7,279.0,95.95,28.08,11.53,2.45,44.48,8.38,0.55,52.74,2.04,1.07,0.03,18.66,8.45,Low,Low,High,Black,100-300
2015,Hingoli,165.1,478.0,95.99,28.37,11.42,2.44,45.65,8.41,0.55,50.41,2.15,1.08,0.03,18.82,8.51,Low,Low,High,Black,100-300
2016,Hingoli,171.6,1072.0,95.91,28.0,11.05,2.42,45.25,9.01,0.55,52.33,2.23,1.07,0.03,18.68,8.43,Low,Low,High,Black,100-300
2017,Hingoli,175.8,1134.0,95.9,28.39,10.64,2.39,44.48,9.37,0.57,49.62,1.82,1.1,0.03,19.25,8.65,Low,Low,High,Black,100-300
2001,Nandurbar,2.1,905.0,97.22,27.56,10.82,2.71,45.11,7.91,0.57,38.83,1.67,1.11,0.03,19.16,8.68,Medium,Low,High,Black,100-300
2002,Nandurbar,1.6,1563.0,97.28,27.9,10.71,2.86,47.02,7.37,0.57,35.56,1.84,1.11,0.03,19.21,8.71,Medium,Low,High,Black,100-300
2003,Nandurbar,1.4,1500.0,97.28,27.11,11.88,2.71,45.18,7.55,0.57,38.52,2.91,1.11,0.03,19.11,8.67,Medium,Low,High,Black,100-300
2004,Nandurbar,4.0,1275.0,97.28,27.36,11.46,2.71,44.58,8.85,0.57,40.31,2.58,1.12,0.03,19.21,8.72,Medium,Low,High,Black,100-300
2005,Nandurbar,6.3,1397.0,97.26,26.75,11.23,2.61,44.56,8.27,0.58,38.36,3.26,1.12,0.03,19.38,8.75,Medium,Low,High,Black,100-300
2006,Nandurbar,9.3,925.0,97.26,27.13,12.01,2.61,44.87,8.42,0.56,39.62,3.33,1.09,0.03,18.74,8.51,Medium,Low,High,Black,100-300
2007,Nandurbar,16.2,1383.0,97.22,27.28,11.74,2.5,45.29,10.38,0.57,38.64,2.82,1.11,0.03,19.25,8.73,Medium,Low,High,Black,100-300
2008,Nandurbar,27.1,1273.0,97.22,27.04,11.16,2.64,44.32,7.09,0.56,39.67,2.2,1.08,0.03,18.89,8.52,Medium,Low,High,Black,100-300
2009,Nandurbar,30.0,1326.0,97.24,27.91,11.58,2.65,45.63,10.26,0.58,36.29,2.37,1.11,0.03,19.4,8.74,Medium,Low,High,Black,100-300
2010,Nandurbar,33.1,1618.0,97.21,27.45,12.73,2.53,45.85,7.93,0.56,43.83,2.85,1.1,0.03,18.89,8.59,Medium,Low,High,Black,100-300
2011,Nandurbar,32.3,1781.0,97.2,27.28,11.36,2.63,44.3,6.58,0.56,37.19,2.25,1.08,0.03,18.82,8.5,Medium,Low,High,Black,100-300
2012,Nandurbar,24.4,2017.0,97.22,27.16,11.13,2.83,43.13,6.0,0.56,40.62,1.91,1.07,0.03,18.79,8.46,Medium,Low,High,Black,100-300
2013,Nandurbar,28.0,1189.0,97.23,26.45,12.17,2.77,44.48,6.68,0.53,44.57,3.29,1.03,0.03,17.82,8.06,Medium,Low,High,Black,100-300
2014,Nandurbar,27.5,971.0,97.33,27.56,11.63,2.66,44.81,7.06,0.56,39.26,2.18,1.08,0.03,18.87,8.53,Medium,Low,High,Black,100-300
2015,Nandurbar,27.6,949.0,97.37,27.45,11.78,2.61,44.62,7.84,0.56,40.17,2.6,1.06,0.03,18.69,8.43,Medium,Low,High,Black,100-300
2016,Nandurbar,28.0,1639.0,97.31,27.47,11.13,2.64,46.2,7.28,0.55,43.55,2.05,1.07,0.03,18.64,8.42,Medium,Low,High,Black,100-300
2017,Nandurbar,27.17,1439.0,97.28,27.7,11.11,2.59,44.28,7.7,0.56,40.81,1.93,1.07,0.03,18.8,8.46,Medium,Low,High,Black,100-300
2001,Washim,83.3,1491.0,95.41,27.08,10.87,2.49,45.28,10.08,0.55,49.17,2.17,1.09,0.03,18.73,8.53,Low,Low,High,Black,100-300
2002,Washim,91.1,1292.0,95.46,27.87,10.41,2.66,45.27,8.27,0.56,45.16,2.04,1.11,0.03,19.04,8.67,Low,Low,High,Black,100-300
2003,Washim,113.3,1358.0,95.46,27.62,11.09,2.65,44.79,8.41,0.56,49.22,2.13,1.11,0.03,18.93,8.62,Low,Low,High,Black,100-300
2004,Washim,185.1,890.0,95.47,27.45,10.9,2.53,43.72,8.66,0.58,43.54,1.83,1.14,0.03,19.6,8.92,Low,Low,High,Black,100-300
2005,Washim,196.6,950.0,95.44,26.66,11.13,2.56,44.55,8.88,0.56,46.6,2.74,1.1,0.03,18.9,8.6,Low,Low,High,Black,100-300
2006,Washim,204.8,1235.0,95.46,26.4,11.98,2.39,44.1,7.94,0.55,48.99,3.76,1.09,0.03,18.73,8.53,Low,Low,High,Black,100-300
2007,Washim,206.9,1606.0,95.41,27.07,11.12,2.41,44.33,10.11,0.57,47.66,2.32,1.11,0.03,19.22,8.72,Low,Low,High,Black,100-300
2008,Washim,226.4,341.0,95.41,27.29,10.8,2.48,43.83,8.32,0.56,47.92,1.89,1.08,0.03,18.79,8.51,Low,Low,High,Black,100-300
2009,Washim,222.6,360.0,95.42,27.79,11.03,2.51,44.26,9.99,0.57,46.27,2.29,1.1,0.03,19.13,8.64,Low,Low,High,Black,100-300
2010,Washim,209.2,1428.0,95.4,27.35,12.21,2.45,45.46,7.54,0.55,50.64,3.05,1.09,0.03,18.63,8.49,Low,Low,High,Black,100-300
2011,Washim,219.1,1326.0,95.4,26.86,11.38,2.42,43.7,6.48,0.55,47.61,2.21,1.08,0.03,18.76,8.51,Low,Low,High,Black,100-300
2012,Washim,200.3,1688.0,95.4,27.17,10.85,2.6,43.31,7.9,0.55,49.79,2.25,1.08,0.03,18.67,8.44,Low,Low,High,Black,100-300
2013,Washim,276.3,841.0,95.4,26.69,11.94,2.66,44.65,9.16,0.52,50.48,2.98,1.02,0.03,17.73,8.04,Low,Low,High,Black,100-300
2014,Washim,296.5,409.0,95.51,27.67,11.35,2.53,44.29,7.68,0.55,50.33,2.04,1.07,0.03,18.55,8.41,Low,Low,High,Black,100-300
2015,Washim,302.3,556.0,95.56,27.65,11.41,2.48,45.15,7.78,0.56,48.2,2.44,1.08,0.03,18.79,8.5,Low,Low,High,Black,100-300
2016,Washim,300.8,1483.0,95.48,27.3,11.02,2.48,45.06,8.03,0.55,50.45,2.57,1.08,0.03,18.76,8.47,Low,Low,High,Black,100-300
2017,Washim,299.8,758.0,95.47,27.72,10.65,2.45,44.06,8.44,0.56,48.49,1.94,1.09,0.03,19.06,8.58,Low,Low,High,Black,100-300
2003,Ashoknagar,46.3,959.0,95.34,25.46,10.29,2.34,45.81,4.79,0.56,44.38,2.39,1.08,0.03,18.61,8.42,High,Low,High,Black,100-300
2004,Ashoknagar,58.36,874.0,95.34,25.99,9.92,2.28,44.93,4.1,0.58,40.2,2.19,1.11,0.03,19.15,8.65,High,Low,High,Black,100-300
2005,Ashoknagar,42.29,1031.0,95.32,25.51,9.72,2.29,44.79,6.22,0.58,40.98,2.31,1.1,0.03,19.2,8.63,High,Low,High,Black,100-300
2006,Ashoknagar,45.76,989.0,95.32,26.02,10.45,2.26,44.99,6.48,0.57,43.11,2.87,1.08,0.03,18.72,8.47,High,Low,High,Black,100-300
2007,Ashoknagar,48.5,1074.0,95.3,25.48,10.19,2.21,44.04,6.93,0.58,40.1,2.57,1.1,0.03,19.09,8.61,High,Low,High,Black,100-300
2008,Ashoknagar,53.3,1114.0,95.3,25.04,10.43,2.17,43.13,4.25,0.56,44.67,2.75,1.07,0.03,18.61,8.39,High,Low,High,Black,100-300
2009,Ashoknagar,65.2,1118.0,95.31,26.67,10.13,2.33,44.94,7.11,0.58,41.5,1.95,1.1,0.03,19.1,8.61,High,Low,High,Black,100-300
2010,Ashoknagar,65.8,1249.0,95.3,26.24,10.64,2.19,45.92,5.59,0.58,44.54,2.39,1.1,0.03,19.02,8.6,High,Low,High,Black,100-300
2011,Ashoknagar,74.2,1135.0,95.28,25.18,10.72,2.16,45.94,2.01,0.56,39.91,4.4,1.07,0.03,18.59,8.41,High,Low,High,Black,100-300
2012,Ashoknagar,118.84,2085.0,95.28,25.29,9.79,2.38,45.2,3.08,0.56,43.51,2.14,1.06,0.03,18.53,8.34,High,Low,High,Black,100-300
2013,Ashoknagar,162.86,936.0,95.3,24.56,11.09,2.26,45.6,2.43,0.54,46.13,4.16,1.02,0.03,17.69,7.98,High,Low,High,Black,100-300
2014,Ashoknagar,165.0,727.0,95.39,25.54,10.41,2.45,46.73,3.14,0.57,43.92,2.6,1.08,0.03,18.72,8.45,High,Low,High,Black,100-300
2015,Ashoknagar,145.0,1324.0,95.44,25.14,10.68,2.33,45.52,4.07,0.56,42.83,2.88,1.05,0.03,18.33,8.27,High,Low,High,Black,100-300
2016,Ashoknagar,137.0,650.0,95.35,25.6,10.43,2.22,47.35,4.73,0.56,45.1,3.23,1.06,0.03,18.46,8.31,High,Low,High,Black,100-300
2017,Ashoknagar,140.8,1030.0,95.34,26.39,9.79,2.31,46.04,3.16,0.57,43.25,1.79,1.07,0.03,18.67,8.4,High,Low,High,Black,100-300
2003,Burhanpur,10.4,731.0,96.75,27.09,11.37,2.49,45.79,7.03,0.56,43.34,2.8,1.11,0.03,18.97,8.61,Medium ,Medium,High,Black,100-300
2004,Burhanpur,14.21,487.0,96.75,27.5,10.9,2.45,45.26,8.23,0.58,42.08,1.91,1.13,0.03,19.43,8.82,Medium ,Medium,High,Black,100-300
2005,Burhanpur,13.08,649.0,96.73,27.0,10.68,2.39,45.33,8.17,0.57,42.43,2.41,1.11,0.03,19.15,8.66,Medium ,Medium,High,Black,100-300
2006,Burhanpur,13.13,734.0,96.74,26.93,11.78,2.23,46.02,8.28,0.55,45.27,3.5,1.09,0.03,18.65,8.48,Medium ,Medium,High,Black,100-300
2007,Burhanpur,14.3,594.0,96.7,27.19,11.16,2.23,45.6,9.8,0.57,44.44,2.38,1.12,0.03,19.22,8.71,Medium ,Medium,High,Black,100-300
2008,Burhanpur,14.3,657.0,96.7,27.6,10.52,2.37,44.94,6.61,0.56,45.14,1.65,1.08,0.03,18.75,8.47,Medium ,Medium,High,Black,100-300
2009,Burhanpur,15.1,695.0,96.71,27.93,11.14,2.39,45.76,9.45,0.57,41.7,2.48,1.1,0.03,19.2,8.65,Medium ,Medium,High,Black,100-300
2010,Burhanpur,15.1,715.0,96.69,27.57,12.15,2.28,46.59,7.55,0.56,46.73,2.72,1.11,0.03,18.95,8.62,Medium ,Medium,High,Black,100-300
2011,Burhanpur,14.9,530.0,96.68,27.02,11.2,2.27,44.97,5.71,0.55,42.99,2.36,1.07,0.03,18.6,8.41,Medium ,Medium,High,Black,100-300
2012,Burhanpur,17.18,969.0,96.69,26.96,10.87,2.51,44.79,7.27,0.55,46.32,2.33,1.07,0.03,18.58,8.39,Medium ,Medium,High,Black,100-300
2013,Burhanpur,18.3,1431.0,96.69,26.58,11.93,2.54,46.44,7.06,0.52,48.74,3.32,1.02,0.03,17.58,7.96,Medium ,Medium,High,Black,100-300
2014,Burhanpur,27.0,630.0,96.8,27.72,11.23,2.47,46.09,6.61,0.56,45.02,2.13,1.08,0.03,18.73,8.47,Medium ,Medium,High,Black,100-300
2015,Burhanpur,19.0,526.0,96.85,27.17,11.54,2.33,46.41,7.22,0.55,44.85,3.04,1.06,0.03,18.49,8.35,Medium ,Medium,High,Black,100-300
2016,Burhanpur,14.0,1500.0,96.77,27.16,10.9,2.35,47.64,7.32,0.55,48.48,3.01,1.07,0.03,18.6,8.39,Medium ,Medium,High,Black,100-300
2017,Burhanpur,15.0,1672.0,96.76,27.1,10.98,2.28,45.4,6.58,0.56,44.11,2.84,1.09,0.03,19.0,8.54,Medium ,Medium,High,Black,100-300
2008,Alirajpur,11.2,759.0,97.43,27.16,10.65,2.65,44.41,6.75,0.56,39.94,1.8,1.07,0.03,18.76,8.43,Medium ,Low,High,Black,100-300
2009,Alirajpur,14.4,681.0,97.46,27.71,11.31,2.61,45.62,10.65,0.58,35.81,2.45,1.1,0.03,19.41,8.71,Medium ,Low,High,Black,100-300
2010,Alirajpur,15.6,821.0,97.42,27.51,12.15,2.49,46.47,8.59,0.57,40.51,2.8,1.09,0.03,18.99,8.58,Medium ,Low,High,Black,100-300
2011,Alirajpur,17.1,702.0,97.41,27.27,11.05,2.61,44.22,7.44,0.56,37.0,2.47,1.06,0.03,18.69,8.41,Medium ,Low,High,Black,100-300
2012,Alirajpur,16.21,974.0,97.43,26.85,10.78,2.79,43.01,6.25,0.56,40.13,2.21,1.06,0.03,18.71,8.39,Medium ,Low,High,Black,100-300
2013,Alirajpur,16.99,517.0,97.44,26.16,11.83,2.66,44.64,6.93,0.53,43.73,3.67,1.02,0.03,17.75,7.99,Medium ,Low,High,Black,100-300
