PS,TS,QV2M,WS2M,CLOUD_AMT,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_PAR_TOT,T2M,PRECTOTCORR,RH2M,GWETROOT,GWETPROF,T2M_RANGE,YEAR,DISTRICT
98.73,27.08,8.94,2.15,49.37,20.3,9.23,26.78,1.76,39.21,0.41,0.4,45.53,1993.0,Morena
98.7,26.89,9.07,1.98,43.06,20.65,9.39,26.6,1.92,40.65,0.42,0.42,45.15,1994.0,Morena
98.7,26.6,9.49,2.06,44.4,19.87,9.05,26.29,2.43,43.85,0.46,0.45,43.97,1995.0,Morena
98.68,25.82,9.97,1.94,43.74,19.52,8.89,25.81,2.6,46.98,0.48,0.47,44.83,1996.0,Morena
98.8,26.69,9.59,2.06,48.97,19.67,8.99,26.08,1.82,43.56,0.39,0.39,42.21,1997.0,Morena
98.74,26.57,10.24,1.95,44.2,19.69,8.95,26.23,1.98,46.44,0.43,0.42,47.24,1998.0,Morena
98.64,27.27,8.89,2.03,36.0,19.63,8.88,26.97,1.7,38.98,0.4,0.4,41.96,1999.0,Morena
98.59,27.86,8.18,2.16,34.85,20.07,9.08,27.39,0.92,32.66,0.36,0.36,44.37,2000.0,Morena
98.67,27.07,9.22,1.91,37.34,19.23,8.68,26.84,1.75,38.02,0.39,0.39,43.77,2001.0,Morena
98.69,28.0,8.48,2.09,36.09,19.56,8.79,27.6,1.34,36.7,0.37,0.37,44.6,2002.0,Morena
98.74,26.91,9.63,1.88,43.21,18.5,8.36,26.5,1.58,44.12,0.4,0.39,44.21,2003.0,Morena
98.72,27.41,9.61,2.1,38.86,19.24,8.67,27.04,1.6,42.85,0.4,0.39,42.87,2004.0,Morena
98.72,27.0,9.35,2.06,37.41,19.11,8.57,26.5,1.51,42.12,0.38,0.38,42.72,2005.0,Morena
98.71,28.13,9.64,2.14,40.05,18.83,8.5,27.5,1.34,40.29,0.38,0.37,43.61,2006.0,Morena
98.69,27.61,9.53,2.11,37.27,18.89,8.52,27.02,1.35,40.94,0.38,0.37,43.41,2007.0,Morena
98.69,25.99,10.73,1.82,40.61,18.39,8.3,25.8,2.4,48.9,0.47,0.46,42.31,2008.0,Morena
98.69,27.87,9.61,2.05,35.61,19.37,8.72,27.3,1.56,43.03,0.4,0.4,41.63,2009.0,Morena
98.69,27.12,10.42,1.87,40.42,18.73,8.45,26.86,2.04,48.36,0.44,0.44,44.1,2010.0,Morena
98.68,26.0,10.75,1.83,35.21,18.84,8.52,25.81,2.2,50.47,0.47,0.46,45.86,2011.0,Morena
98.67,25.92,9.53,2.06,38.32,18.64,8.37,25.73,2.17,45.33,0.45,0.45,46.63,2012.0,Morena
98.72,25.43,10.93,1.93,38.79,18.49,8.35,25.21,2.8,53.09,0.48,0.47,46.9,2013.0,Morena
98.79,26.51,9.83,1.97,37.39,18.97,8.58,26.16,1.92,46.17,0.42,0.42,45.19,2014.0,Morena
98.85,26.67,9.94,1.89,36.01,18.93,8.52,26.25,1.91,45.5,0.4,0.4,43.03,2015.0,Morena
98.73,27.26,9.98,1.79,38.95,18.69,8.42,27.05,2.02,42.76,0.43,0.42,43.1,2016.0,Morena
98.72,27.85,9.4,1.95,47.71,18.7,8.42,27.27,1.39,39.93,0.38,0.38,44.19,2017.0,Morena
98.71,26.66,10.16,1.95,48.68,18.33,8.27,26.46,2.36,46.05,0.46,0.45,44.21,2018.0,Morena
98.79,26.55,10.91,1.88,55.68,17.79,8.09,25.99,2.08,51.88,0.44,0.44,47.44,2019.0,Morena
96.38,25.83,11.63,2.32,58.8,17.74,8.49,25.37,4.46,57.02,0.74,0.73,36.72,1990.0,Narsinghpur
96.4,26.95,9.66,2.36,51.31,19.15,9.1,26.25,2.95,45.79,0.68,0.68,43.75,1991.0,Narsinghpur
96.45,26.99,9.49,2.18,52.85,19.48,9.24,26.22,2.52,45.27,0.67,0.67,42.24,1992.0,Narsinghpur
96.45,26.29,10.36,2.21,54.25,19.26,9.17,25.78,3.71,49.97,0.71,0.7,41.43,1993.0,Narsinghpur
96.4,26.05,10.42,2.2,52.0,19.0,9.01,25.56,4.58,51.41,0.72,0.71,41.96,1994.0,Narsinghpur
96.4,26.39,10.67,2.17,51.66,19.13,9.15,25.81,3.02,51.67,0.69,0.68,41.74,1995.0,Narsinghpur
96.37,26.55,10.44,2.13,50.17,19.23,9.17,25.87,3.83,50.99,0.69,0.69,41.88,1996.0,Narsinghpur
96.51,25.67,11.27,2.19,52.41,18.95,9.08,25.12,3.97,56.24,0.72,0.72,39.94,1997.0,Narsinghpur
96.42,26.11,11.7,2.08,46.99,18.87,9.02,25.69,3.08,57.09,0.72,0.72,43.7,1998.0,Narsinghpur
96.36,25.98,10.47,2.18,42.1,18.59,8.77,25.6,3.39,51.8,0.71,0.71,40.28,1999.0,Narsinghpur
96.33,26.35,9.55,2.24,37.4,19.42,9.2,25.93,2.67,43.27,0.67,0.67,39.01,2000.0,Narsinghpur
96.39,26.23,10.59,2.13,50.33,18.33,8.33,25.76,3.06,49.34,0.7,0.69,40.54,2001.0,Narsinghpur
96.41,27.19,10.03,2.28,45.98,18.71,8.48,26.61,2.81,46.29,0.66,0.66,40.83,2002.0,Narsinghpur
96.44,26.37,11.15,2.19,49.48,18.2,8.27,25.82,4.0,55.21,0.73,0.73,41.24,2003.0,Narsinghpur
96.43,26.95,10.52,2.16,44.71,18.99,8.6,26.24,2.74,50.41,0.67,0.67,40.73,2004.0,Narsinghpur
96.42,26.45,10.43,2.13,48.05,18.67,8.43,25.85,3.94,50.95,0.7,0.7,39.4,2005.0,Narsinghpur
96.42,26.66,11.34,2.05,49.42,18.25,8.31,26.23,4.93,53.26,0.71,0.7,39.51,2006.0,Narsinghpur
96.4,26.63,10.68,2.03,47.47,18.84,8.52,26.1,3.15,50.62,0.7,0.69,37.12,2007.0,Narsinghpur
96.4,26.32,10.68,2.0,47.52,18.51,8.36,25.74,2.8,50.96,0.7,0.69,39.81,2008.0,Narsinghpur
96.4,27.02,10.89,2.05,45.15,18.87,8.51,26.47,3.47,52.03,0.69,0.69,37.9,2009.0,Narsinghpur
96.39,26.94,11.45,1.97,49.7,18.68,8.47,26.4,3.14,55.0,0.71,0.71,41.14,2010.0,Narsinghpur
96.38,26.38,11.07,2.04,45.48,18.29,8.28,25.7,4.17,53.43,0.71,0.71,43.24,2011.0,Narsinghpur
96.37,26.37,10.44,2.21,48.18,18.21,8.21,25.75,3.6,50.34,0.7,0.69,41.69,2012.0,Narsinghpur
96.38,26.04,11.78,2.14,50.85,17.21,7.79,25.48,4.9,57.56,0.72,0.72,43.72,2013.0,Narsinghpur
96.48,26.7,11.15,2.24,49.01,18.5,8.37,26.01,2.95,54.32,0.69,0.68,43.25,2014.0,Narsinghpur
96.54,26.52,11.41,2.14,48.96,18.06,8.15,25.88,3.53,55.0,0.69,0.69,42.2,2015.0,Narsinghpur
96.44,26.9,10.83,2.1,50.02,18.22,8.21,26.33,4.12,50.89,0.71,0.7,42.17,2016.0,Narsinghpur
96.43,27.17,10.58,2.07,42.66,18.88,8.49,26.55,2.45,48.6,0.67,0.67,43.44,2017.0,Narsinghpur
96.43,27.01,10.27,2.17,42.37,17.96,8.05,26.41,2.8,47.91,0.68,0.68,42.41,2018.0,Narsinghpur
96.48,26.66,11.28,2.07,47.97,17.74,8.04,25.94,4.98,54.88,0.73,0.72,45.23,2019.0,Narsinghpur
95.69,26.3,10.33,2.57,51.56,19.03,8.88,25.47,1.93,48.82,0.54,0.54,41.26,1990.0,Neemuch
95.72,26.44,8.69,2.49,48.67,19.88,9.25,25.65,1.55,40.64,0.53,0.53,44.26,1991.0,Neemuch
95.77,25.99,9.26,2.5,50.14,20.0,9.37,25.17,1.88,45.05,0.54,0.54,41.05,1992.0,Neemuch
95.76,26.42,9.56,2.61,48.9,20.59,9.61,25.59,2.04,44.28,0.54,0.53,40.47,1993.0,Neemuch
95.71,25.49,9.69,2.49,46.1,19.94,9.34,24.93,2.27,47.29,0.58,0.57,43.36,1994.0,Neemuch
95.71,26.39,9.38,2.5,45.83,19.9,9.31,25.41,1.8,44.49,0.54,0.54,42.51,1995.0,Neemuch
95.68,25.8,9.73,2.52,43.38,19.55,9.09,25.11,2.17,47.13,0.57,0.57,40.81,1996.0,Neemuch
95.8,25.45,10.5,2.58,45.19,19.73,9.21,24.48,2.08,51.9,0.55,0.54,39.52,1997.0,Neemuch
95.72,26.55,10.13,2.47,42.68,19.81,9.22,25.63,1.74,46.22,0.53,0.53,42.61,1998.0,Neemuch
95.67,26.71,9.22,2.64,34.07,20.0,9.29,25.77,1.47,42.32,0.51,0.52,39.06,1999.0,Neemuch
95.64,26.53,8.69,2.63,29.36,20.06,9.28,25.74,1.31,38.28,0.51,0.51,40.8,2000.0,Neemuch
95.69,26.29,9.23,2.46,39.31,19.54,8.71,25.48,1.68,41.36,0.53,0.53,38.77,2001.0,Neemuch
95.72,27.27,8.64,2.69,37.16,19.75,8.8,26.31,1.13,38.3,0.5,0.5,40.38,2002.0,Neemuch
95.73,26.41,9.79,2.59,39.14,19.3,8.61,25.51,1.54,46.18,0.52,0.52,39.19,2003.0,Neemuch
95.74,26.52,9.83,2.48,37.48,19.74,8.81,25.77,1.87,45.63,0.55,0.55,39.29,2004.0,Neemuch
95.73,25.83,9.52,2.39,37.3,19.71,8.77,25.15,1.81,45.06,0.54,0.54,39.58,2005.0,Neemuch
95.71,26.33,10.51,2.39,37.39,19.14,8.56,25.69,2.58,49.3,0.58,0.57,38.67,2006.0,Neemuch
95.69,26.3,10.06,2.37,36.76,19.58,8.75,25.55,1.94,47.3,0.55,0.55,37.9,2007.0,Neemuch
95.69,25.93,9.97,2.47,39.78,19.11,8.52,25.17,1.71,46.7,0.54,0.54,38.3,2008.0,Neemuch
95.71,27.06,9.95,2.5,36.43,19.67,8.76,26.18,1.65,45.94,0.52,0.52,36.93,2009.0,Neemuch
95.68,26.67,10.77,2.41,38.93,19.43,8.68,25.92,2.22,51.05,0.57,0.57,39.19,2010.0,Neemuch
95.67,25.57,10.71,2.36,36.52,19.13,8.55,24.96,2.56,52.36,0.6,0.6,41.38,2011.0,Neemuch
95.69,25.23,10.02,2.48,39.05,18.95,8.44,24.58,2.26,48.98,0.58,0.57,41.05,2012.0,Neemuch
95.71,24.96,10.88,2.34,42.82,18.28,8.17,24.37,2.64,54.21,0.6,0.6,41.97,2013.0,Neemuch
95.8,25.92,10.29,2.45,36.1,19.25,8.59,25.1,2.02,50.93,0.57,0.57,40.29,2014.0,Neemuch
95.83,25.97,10.21,2.5,37.68,18.92,8.43,25.18,2.18,49.1,0.55,0.55,40.78,2015.0,Neemuch
95.76,25.95,10.36,2.37,39.48,18.94,8.44,25.56,3.23,48.94,0.61,0.6,40.98,2016.0,Neemuch
95.75,26.17,9.99,2.44,46.15,19.05,8.48,25.49,1.98,46.85,0.55,0.55,41.49,2017.0,Neemuch
95.74,26.34,9.51,2.41,46.43,18.65,8.29,25.68,1.83,44.73,0.55,0.55,40.12,2018.0,Neemuch
95.79,25.46,11.28,2.33,52.23,18.19,8.18,24.74,3.48,55.95,0.64,0.64,43.41,2019.0,Neemuch
96.65,25.44,11.2,2.16,59.01,18.61,8.5,25.21,3.61,54.68,0.64,0.64,37.21,1990.0,Panna
96.67,25.87,9.93,2.19,57.01,19.37,8.82,25.58,2.33,48.35,0.56,0.57,43.29,1991.0,Panna
96.73,26.11,9.65,2.05,53.36,19.78,8.99,25.76,2.72,46.46,0.58,0.58,42.13,1992.0,Panna
96.71,25.64,10.09,2.1,58.37,19.5,8.88,25.61,2.89,48.23,0.58,0.58,41.83,1993.0,Panna
96.67,25.4,10.29,2.0,56.61,19.24,8.78,25.34,3.37,50.58,0.6,0.61,42.98,1994.0,Panna
96.67,26.03,10.27,2.16,54.91,19.02,8.71,25.65,2.39,49.2,0.55,0.56,42.19,1995.0,Panna
96.65,25.58,10.4,1.99,52.35,18.6,8.44,25.33,2.57,51.19,0.57,0.58,41.91,1996.0,Panna
96.78,25.07,10.92,2.12,59.44,18.12,8.31,24.67,3.41,54.95,0.61,0.61,39.46,1997.0,Panna
96.7,25.58,11.26,2.01,47.49,18.84,8.58,25.36,2.36,55.0,0.57,0.58,43.31,1998.0,Panna
96.62,25.75,10.04,2.08,40.59,19.09,8.6,25.64,2.65,48.65,0.58,0.59,40.34,1999.0,Panna
96.58,26.15,9.42,2.18,35.67,19.31,8.74,25.8,1.7,42.21,0.51,0.52,40.09,2000.0,Panna
96.66,25.21,10.81,2.01,43.7,18.69,8.41,25.08,3.34,51.15,0.6,0.6,40.28,2001.0,Panna
96.68,26.05,10.16,2.16,41.58,18.7,8.4,25.91,2.8,49.19,0.57,0.57,40.74,2002.0,Panna
96.71,25.32,11.13,2.06,47.73,18.11,8.16,25.11,3.81,56.79,0.63,0.63,42.65,2003.0,Panna
96.71,25.31,10.94,2.01,42.48,18.89,8.49,25.37,2.73,54.26,0.59,0.6,41.28,2004.0,Panna
96.7,25.2,10.79,2.07,43.11,18.68,8.36,25.11,3.85,54.3,0.63,0.64,39.42,2005.0,Panna
96.69,26.33,10.87,2.06,44.14,18.49,8.33,26.13,2.26,50.59,0.55,0.56,39.97,2006.0,Panna
96.68,26.1,10.52,2.06,42.87,18.54,8.31,25.71,2.09,49.69,0.53,0.53,38.58,2007.0,Panna
96.67,25.33,11.07,1.93,44.05,18.19,8.15,25.04,2.6,54.26,0.59,0.6,38.79,2008.0,Panna
96.67,26.58,10.55,2.06,40.82,18.82,8.43,26.17,2.29,50.82,0.53,0.54,38.72,2009.0,Panna
96.67,26.51,11.01,1.9,45.59,18.8,8.44,26.17,2.54,52.97,0.58,0.58,40.2,2010.0,Panna
96.65,25.29,11.26,1.87,40.21,18.33,8.25,25.07,3.15,55.5,0.62,0.62,42.11,2011.0,Panna
96.63,25.33,10.54,2.06,43.51,18.46,8.25,25.19,2.9,52.39,0.61,0.61,42.79,2012.0,Panna
96.66,24.81,11.79,1.96,45.31,17.92,8.03,24.68,4.17,59.61,0.65,0.65,43.21,2013.0,Panna
96.75,25.57,11.0,2.03,44.75,18.35,8.24,25.28,2.37,54.78,0.54,0.55,43.52,2014.0,Panna
96.81,25.64,11.3,1.96,44.01,18.22,8.16,25.32,2.7,54.94,0.55,0.56,41.12,2015.0,Panna
96.71,25.89,11.13,1.96,46.69,17.81,7.97,25.76,4.02,53.23,0.62,0.63,41.25,2016.0,Panna
96.69,26.54,10.55,1.99,42.14,18.55,8.3,26.17,2.09,49.17,0.54,0.55,43.05,2017.0,Panna
96.68,26.26,10.54,2.04,42.99,18.11,8.11,25.95,2.82,49.73,0.58,0.59,42.95,2018.0,Panna
96.76,25.76,11.33,1.91,50.85,17.69,7.99,25.26,3.64,56.79,0.63,0.64,46.29,2019.0,Panna
95.44,25.32,11.26,2.51,58.48,17.92,8.4,24.8,4.22,55.95,0.73,0.72,37.67,1990.0,Raisen
95.46,26.0,9.51,2.54,50.08,19.42,9.06,25.4,2.77,46.38,0.67,0.68,43.73,1991.0,Raisen
95.51,26.23,9.41,2.45,52.82,19.62,9.15,25.39,2.27,46.14,0.67,0.67,41.03,1992.0,Raisen
95.5,25.72,10.1,2.52,53.37,19.48,9.1,25.18,3.22,49.37,0.69,0.69,41.23,1993.0,Raisen
95.45,25.19,10.27,2.4,52.64,19.23,8.98,24.76,3.9,51.87,0.71,0.71,42.13,1994.0,Raisen
95.45,25.76,10.29,2.39,49.2,19.51,9.15,25.09,2.8,50.94,0.68,0.68,41.2,1995.0,Raisen
95.42,25.64,10.25,2.37,48.44,19.32,9.05,25.03,4.03,51.48,0.69,0.69,40.42,1996.0,Raisen
95.56,25.06,11.07,2.4,51.14,18.97,8.93,24.38,3.77,56.42,0.71,0.71,39.34,1997.0,Raisen
95.47,25.4,11.38,2.25,46.08,19.16,8.99,24.99,2.86,56.52,0.71,0.72,42.98,1998.0,Raisen
95.42,25.47,10.21,2.43,41.49,18.7,8.69,24.99,2.78,51.01,0.69,0.69,39.39,1999.0,Raisen
95.38,25.85,9.25,2.48,35.16,19.43,9.03,25.32,2.34,42.48,0.66,0.66,38.62,2000.0,Raisen
95.44,25.64,10.21,2.27,45.82,18.73,8.48,25.11,2.66,48.19,0.68,0.69,39.49,2001.0,Raisen
95.47,26.58,9.74,2.48,41.86,19.15,8.64,25.92,2.44,45.76,0.65,0.65,40.12,2002.0,Raisen
95.49,25.6,10.87,2.4,45.56,18.54,8.39,25.08,3.39,54.75,0.73,0.72,39.93,2003.0,Raisen
95.49,26.3,10.36,2.33,40.98,19.01,8.59,25.57,2.47,50.44,0.66,0.67,40.36,2004.0,Raisen
95.47,25.81,10.16,2.34,43.49,19.05,8.57,25.17,3.29,50.23,0.69,0.69,38.49,2005.0,Raisen
95.47,25.9,11.13,2.22,44.68,18.57,8.42,25.5,4.92,53.57,0.71,0.7,38.37,2006.0,Raisen
95.45,25.8,10.62,2.21,42.9,18.98,8.57,25.33,2.97,51.59,0.69,0.69,36.82,2007.0,Raisen
95.45,25.57,10.55,2.23,46.3,18.67,8.42,24.94,2.53,51.6,0.69,0.69,38.74,2008.0,Raisen
95.46,26.41,10.74,2.33,42.41,19.02,8.57,25.84,3.07,52.13,0.68,0.68,37.07,2009.0,Raisen
95.44,26.36,11.25,2.23,47.22,18.98,8.59,25.74,2.53,55.12,0.7,0.7,40.27,2010.0,Raisen
95.43,25.55,10.99,2.22,43.6,18.36,8.31,24.91,4.14,54.87,0.72,0.72,42.31,2011.0,Raisen
95.43,25.62,10.24,2.45,46.56,18.32,8.26,24.9,3.11,50.55,0.68,0.69,40.72,2012.0,Raisen
95.44,25.22,11.47,2.41,48.62,17.47,7.9,24.59,4.43,57.51,0.71,0.71,42.38,2013.0,Raisen
95.54,25.92,10.87,2.49,46.68,18.63,8.41,25.22,2.8,54.52,0.68,0.69,42.59,2014.0,Raisen
95.59,25.75,10.98,2.42,46.2,18.08,8.17,25.12,3.56,54.35,0.68,0.68,41.05,2015.0,Raisen
95.5,25.88,10.72,2.31,47.94,18.3,8.24,25.46,4.22,51.82,0.71,0.71,42.78,2016.0,Raisen
95.49,26.35,10.33,2.32,44.23,18.57,8.35,25.78,2.37,48.53,0.66,0.66,42.87,2017.0,Raisen
95.48,26.1,10.12,2.34,43.01,18.06,8.11,25.59,2.84,48.82,0.69,0.69,41.64,2018.0,Raisen
95.53,25.85,11.21,2.31,49.49,17.75,8.06,25.11,5.09,55.81,0.73,0.73,44.42,2019.0,Raisen
96.06,25.89,10.92,2.43,57.22,18.09,8.61,25.28,3.37,53.2,0.71,0.71,40.92,1990.0,Rajgarh
96.08,26.47,9.16,2.42,49.61,19.24,9.12,25.76,2.18,43.75,0.66,0.67,45.44,1991.0,Rajgarh
96.13,26.55,9.26,2.39,51.12,19.55,9.27,25.65,2.04,44.88,0.66,0.66,41.76,1992.0,Rajgarh
96.12,26.44,9.78,2.49,52.31,19.42,9.21,25.69,2.47,46.4,0.66,0.66,40.89,1993.0,Rajgarh
96.07,25.75,9.9,2.36,50.62,19.21,9.12,25.23,2.87,48.67,0.7,0.7,43.56,1994.0,Rajgarh
96.07,26.29,9.87,2.35,47.45,19.48,9.28,25.48,2.67,47.94,0.67,0.67,42.19,1995.0,Rajgarh
96.04,26.01,10.01,2.33,45.71,19.18,9.09,25.35,3.3,49.38,0.69,0.7,41.03,1996.0,Rajgarh
96.17,25.57,10.79,2.38,48.89,18.91,9.02,24.74,2.95,53.97,0.68,0.68,39.81,1997.0,Rajgarh
96.08,26.41,10.74,2.25,43.56,19.14,9.06,25.65,2.21,51.24,0.68,0.68,43.66,1998.0,Rajgarh
96.03,26.35,9.77,2.41,39.33,18.9,8.93,25.62,2.15,46.85,0.66,0.66,39.81,1999.0,Rajgarh
95.99,26.77,8.68,2.5,33.06,19.37,9.12,25.97,1.52,38.18,0.63,0.63,39.71,2000.0,Rajgarh
96.06,26.23,9.82,2.24,44.77,18.77,8.48,25.51,2.31,45.03,0.67,0.67,40.23,2001.0,Rajgarh
96.08,27.31,9.24,2.47,40.52,19.22,8.66,26.4,1.86,42.36,0.64,0.64,40.74,2002.0,Rajgarh
96.11,26.07,10.57,2.36,43.03,18.57,8.39,25.43,2.59,52.25,0.7,0.7,40.56,2003.0,Rajgarh
96.1,26.76,10.09,2.3,41.19,19.08,8.62,25.99,2.17,47.92,0.66,0.67,40.47,2004.0,Rajgarh
96.08,26.29,9.81,2.25,42.67,19.1,8.58,25.53,2.43,47.22,0.68,0.68,39.05,2005.0,Rajgarh
96.08,26.59,10.79,2.2,43.71,18.65,8.44,25.98,3.56,50.77,0.69,0.69,38.36,2006.0,Rajgarh
96.06,26.24,10.41,2.18,41.71,19.07,8.6,25.69,2.61,49.68,0.69,0.69,37.1,2007.0,Rajgarh
96.06,25.93,10.37,2.18,44.94,18.7,8.41,25.24,2.35,49.76,0.68,0.68,39.42,2008.0,Rajgarh
96.07,27.2,10.4,2.32,39.44,19.19,8.63,26.39,2.25,49.26,0.65,0.66,37.57,2009.0,Rajgarh
96.05,26.99,10.93,2.2,44.75,19.0,8.58,26.21,2.25,52.4,0.68,0.68,40.57,2010.0,Rajgarh
96.04,25.94,10.84,2.17,40.77,18.5,8.35,25.27,3.93,53.36,0.72,0.72,44.01,2011.0,Rajgarh
96.04,25.93,10.01,2.37,46.02,18.33,8.25,25.14,2.38,48.75,0.68,0.68,41.73,2012.0,Rajgarh
96.07,25.28,11.25,2.28,47.29,17.48,7.89,24.67,4.02,56.31,0.72,0.71,42.84,2013.0,Rajgarh
96.16,26.31,10.57,2.43,43.99,18.64,8.41,25.53,2.54,52.49,0.68,0.68,43.43,2014.0,Rajgarh
96.21,26.11,10.68,2.36,44.0,18.19,8.2,25.4,2.98,52.14,0.68,0.68,41.79,2015.0,Rajgarh
96.12,26.27,10.47,2.27,45.58,18.42,8.28,25.86,3.62,49.8,0.7,0.7,43.31,2016.0,Rajgarh
96.1,27.2,9.83,2.32,45.09,18.58,8.34,26.33,1.72,44.51,0.63,0.63,44.09,2017.0,Rajgarh
96.09,26.93,9.64,2.32,42.76,18.17,8.15,26.19,1.93,45.01,0.66,0.66,42.63,2018.0,Rajgarh
96.14,26.24,11.06,2.26,50.17,17.72,8.04,25.41,3.76,54.28,0.72,0.72,44.93,2019.0,Rajgarh
95.86,26.04,10.91,2.72,56.48,18.26,8.76,25.28,2.69,53.04,0.68,0.68,40.37,1990.0,Ratlam
95.88,26.68,8.98,2.65,50.73,19.16,9.08,25.79,1.74,42.3,0.65,0.65,44.85,1991.0,Ratlam
95.93,26.39,9.36,2.69,52.72,19.59,9.34,25.41,1.78,45.25,0.64,0.65,39.67,1992.0,Ratlam
95.92,26.54,9.82,2.75,52.35,19.73,9.39,25.6,2.24,46.41,0.66,0.66,39.92,1993.0,Ratlam
95.87,25.68,9.91,2.68,51.14,19.12,9.11,24.97,2.89,49.19,0.69,0.7,41.33,1994.0,Ratlam
95.86,26.51,9.67,2.64,47.64,19.43,9.29,25.5,2.16,46.11,0.65,0.65,40.9,1995.0,Ratlam
95.84,26.05,10.02,2.67,46.7,19.06,9.08,25.21,2.5,49.16,0.68,0.68,39.02,1996.0,Ratlam
95.96,25.52,10.9,2.65,48.99,18.93,9.05,24.64,2.56,54.36,0.67,0.68,38.55,1997.0,Ratlam
95.87,26.58,10.69,2.53,45.25,19.18,9.16,25.66,2.2,49.9,0.66,0.67,40.82,1998.0,Ratlam
95.83,26.43,9.82,2.74,38.83,19.14,9.1,25.53,1.93,46.75,0.64,0.64,37.33,1999.0,Ratlam
95.8,26.69,9.0,2.72,33.62,19.51,9.22,25.77,1.59,40.55,0.63,0.64,38.83,2000.0,Ratlam
95.84,26.92,9.38,2.62,40.14,18.98,8.54,25.85,1.47,42.25,0.63,0.64,37.3,2001.0,Ratlam
95.89,27.19,9.26,2.79,35.9,19.39,8.71,26.16,1.46,42.09,0.62,0.63,40.34,2002.0,Ratlam
95.9,26.09,10.6,2.69,39.03,18.85,8.48,25.38,2.46,51.78,0.68,0.68,37.46,2003.0,Ratlam
95.9,26.56,10.25,2.59,38.95,19.21,8.65,25.78,2.08,48.39,0.66,0.67,36.96,2004.0,Ratlam
95.88,26.15,9.8,2.51,39.61,19.3,8.64,25.33,2.06,46.77,0.65,0.66,38.46,2005.0,Ratlam
95.88,26.42,10.86,2.51,39.77,18.75,8.45,25.7,2.86,51.86,0.69,0.69,37.39,2006.0,Ratlam
95.85,26.46,10.45,2.45,40.03,19.21,8.65,25.67,2.27,49.55,0.68,0.68,35.89,2007.0,Ratlam
95.85,26.53,9.97,2.65,43.22,18.81,8.43,25.56,1.6,46.64,0.64,0.64,38.47,2008.0,Ratlam
95.87,27.05,10.59,2.6,36.61,19.32,8.66,26.15,2.2,50.01,0.64,0.65,36.11,2009.0,Ratlam
95.84,26.83,11.22,2.48,41.08,19.09,8.59,26.01,2.38,53.54,0.68,0.68,39.16,2010.0,Ratlam
95.83,26.17,10.67,2.53,38.26,18.64,8.39,25.32,2.52,51.67,0.69,0.69,39.62,2011.0,Ratlam
95.85,25.74,10.18,2.74,43.47,18.53,8.31,24.89,2.33,49.34,0.67,0.68,38.34,2012.0,Ratlam
95.86,25.23,11.2,2.57,46.58,17.53,7.9,24.58,3.3,55.88,0.72,0.72,39.26,2013.0,Ratlam
95.96,26.29,10.56,2.63,41.42,18.76,8.43,25.36,2.11,51.97,0.67,0.67,39.46,2014.0,Ratlam
95.99,26.29,10.51,2.68,40.76,18.43,8.28,25.47,2.59,50.59,0.66,0.67,38.58,2015.0,Ratlam
95.93,26.17,10.45,2.52,44.09,18.52,8.31,25.61,3.0,49.99,0.7,0.7,40.8,2016.0,Ratlam
95.91,26.24,10.33,2.57,42.15,18.74,8.39,25.53,2.28,49.17,0.67,0.68,39.53,2017.0,Ratlam
95.9,26.65,9.66,2.55,40.25,18.39,8.23,25.9,1.99,45.31,0.66,0.67,40.72,2018.0,Ratlam
95.94,25.79,11.36,2.58,47.02,17.86,8.07,24.96,3.49,56.38,0.73,0.73,42.06,2019.0,Ratlam
96.98,25.65,11.26,2.1,59.65,18.81,8.51,25.44,3.36,54.38,0.65,0.65,37.61,1990.0,Rewa
97.0,26.12,10.03,2.15,55.88,19.52,8.81,25.83,2.36,48.16,0.59,0.59,43.73,1991.0,Rewa
97.06,26.22,9.78,2.03,53.42,19.94,9.0,25.89,2.7,46.79,0.6,0.6,41.82,1992.0,Rewa
97.03,26.08,9.98,2.11,58.55,19.42,8.79,25.88,2.35,46.97,0.58,0.58,42.16,1993.0,Rewa
97.0,25.74,10.35,1.94,56.03,19.39,8.79,25.62,2.88,49.96,0.61,0.61,43.73,1994.0,Rewa
97.0,26.39,10.29,2.13,55.61,19.21,8.74,25.9,2.11,48.96,0.56,0.56,42.4,1995.0,Rewa
96.98,25.66,10.52,1.94,52.65,18.71,8.43,25.46,2.62,51.53,0.6,0.6,42.13,1996.0,Rewa
97.11,25.26,10.83,2.04,59.92,18.33,8.29,24.93,3.14,54.16,0.62,0.62,40.73,1997.0,Rewa
97.04,25.76,11.37,2.0,48.81,18.67,8.43,25.49,2.44,55.55,0.61,0.61,44.35,1998.0,Rewa
96.94,25.83,10.24,2.03,40.34,19.19,8.58,25.7,2.45,49.81,0.6,0.6,40.89,1999.0,Rewa
96.92,26.36,9.59,2.14,35.41,19.34,8.7,25.94,1.61,42.79,0.53,0.54,40.37,2000.0,Rewa
96.99,25.48,10.94,2.02,43.33,18.58,8.4,25.32,3.03,51.42,0.62,0.62,40.35,2001.0,Rewa
97.01,26.15,10.33,2.09,42.22,18.76,8.47,26.05,2.58,49.72,0.58,0.59,41.38,2002.0,Rewa
97.05,25.57,11.07,1.99,47.77,18.11,8.18,25.39,3.14,55.63,0.63,0.63,42.55,2003.0,Rewa
